latitude,longitude,hour_of_day,day_of_week,nearby_alert_density,historical_alert_count,crowd_density,lighting_index,label
12.970204024284758,77.60687171032022,19,0,10,30,0.47547453652250954,0.467433429429452,1
12.908530513625315,77.59777179824296,16,5,3,40,0.32611244995931316,0.8003821543959075,0
12.975363752973516,77.57927271734503,17,4,1,38,0.49394062195056054,0.7499332077006947,0
12.982903067576196,77.59638024507358,17,0,1,44,0.26873341455183014,0.8863189107704748,0
12.883162233698966,77.61162488772335,10,3,3,41,0.6601601129970346,0.9657728263674268,0
12.975708210539226,77.61169346172983,17,1,2,24,0.27876856709237763,0.8489025844121336,0
12.995238338844922,77.52525486462042,20,3,7,48,0.5289089038192508,0.2911155899530285,1
12.961364932137599,77.63143361497487,17,0,4,45,0.7457927193819192,0.8165833115951874,0
12.961730635816924,77.62698870316146,14,5,4,38,0.5515834311646197,1.0,0
12.984789684285039,77.62339886278201,1,3,3,23,0.5881811620434841,0.2770481134300467,1
12.927261723175244,77.63229613441077,10,2,3,36,0.6886954137503971,0.8419304322423443,0
13.007074963069723,77.56326638447739,1,6,5,40,0.7026612804284976,0.3380828016324459,1
13.0195367306184,77.55658394886905,2,4,7,35,0.8075813949521551,0.31362977705410167,1
12.925948885673508,77.61844148412189,8,4,4,35,0.7126672691447593,0.9601132619273064,0
12.991531097689968,77.60547614495836,11,1,9,22,0.6715635866896826,0.6841539429362533,1
12.98492604245787,77.5531551238908,12,3,4,39,0.2077099395317586,0.8411046158091202,0
12.941091856851168,77.639648476361,21,4,6,24,0.6483319411113297,0.4369427404581806,1
13.023252794455756,77.61196321036006,18,6,7,34,0.9317139477644429,0.8411751077739107,1
12.984800749835808,77.59336233529746,10,4,3,44,0.729481173870998,0.7233650598552595,0
13.009928897534708,77.56771210393434,8,1,6,39,0.7939288599945442,0.8266927699361214,1
12.989531213653786,77.54240510507367,17,4,7,38,0.46514416887115156,0.8229990497729703,1
12.977217014973029,77.58483131103424,6,0,5,38,0.5862279574712138,0.86945350323166,0
12.915313297830098,77.62330507642079,21,2,3,31,0.7129142130058729,0.16689236377271718,1
13.018008851330968,77.58683661792128,18,6,5,27,0.6886051357278192,0.8589187557843421,0
13.014758458685387,77.5586273150168,16,5,2,43,0.7580208888247679,0.8834215512362047,0
12.937245133192949,77.64111247095079,5,6,3,41,0.3731353983603951,0.5488842446259024,0
12.982340859017857,77.56613401653101,14,2,3,32,0.4413798834933952,0.9451364770474718,0
12.98693734586658,77.57994991889352,19,4,4,25,0.3412410997893864,0.31926172617147175,1
12.947105904446989,77.58658003042395,1,4,6,44,0.651730323629422,0.38207372877116536,1
13.027978991647537,77.54535891289153,4,1,6,38,0.5625424249865218,0.2458531266434823,1
12.992348768462797,77.66428719117162,12,6,4,42,0.5610852425861912,0.8290234662718697,0
12.978929022931432,77.59267236372882,8,6,6,35,0.46386866954202544,0.8133184538617667,1
13.016462162713154,77.58219028177365,17,0,1,32,0.43130952976230263,0.7596701492501666,0
12.961742804622089,77.58386261734259,9,5,4,26,0.6003697653193468,0.6947033585432014,0
12.968595733578264,77.5482614435604,23,3,4,25,0.8214719005664755,0.6581714339139392,1
12.959545612739396,77.58992238978163,7,4,2,34,0.9134803185308409,0.9112091240396878,0
12.982942095178025,77.59132385066758,8,3,5,46,0.9141840299344304,0.842002634690084,0
12.9758599084717,77.55888536417203,0,1,5,36,0.5063151860035703,0.27494662522632296,1
13.039247198839913,77.55188936054542,5,0,3,39,0.3633956322638079,0.2256645237700915,1
12.940657250360516,77.62760928488738,5,3,5,25,0.7767401961422147,0.23527221391302905,1
12.94279375161228,77.63448045201436,18,5,9,42,0.8549234017319431,0.8699452052432739,1
12.998619552696075,77.60215696337706,8,5,5,38,0.6835216669188133,0.8305824714782667,0
12.968142578351133,77.60167500956744,4,1,2,27,0.595407746297676,0.6734192119342144,1
13.024091013644787,77.58217985357062,7,6,4,26,0.47462581062533205,0.8649077979473284,0
12.934553257626096,77.6388855047384,13,2,3,19,0.7211100701354048,0.9115910999926,0
12.945813878760495,77.60143969236134,18,3,4,41,0.7151425538928731,0.7233724135629815,0
12.931279914043099,77.60523335859061,23,2,3,42,0.6565970602631648,0.28755567081700123,1
12.92835694218536,77.60282207420788,1,3,1,46,0.3787092958933129,0.3670828784901005,1
12.943461716687963,77.56795708488616,20,3,6,24,0.401284151963748,0.4324256622758382,1
12.932045018752659,77.61050919749741,9,4,9,43,0.5812176340120807,0.7092359431922932,1
12.966368761978673,77.60040100183328,19,3,4,29,0.8083758892719877,0.5495570380948217,1
12.972729933839865,77.59618992126182,0,3,2,33,0.7819355971338979,0.1782975106691392,1
12.909477399265825,77.57264566969195,15,4,3,29,0.5201807284796234,0.8436164698824631,0
13.004110502699307,77.61040953717237,22,2,7,26,0.23462467228681338,0.2235514556373936,1
12.93627505125981,77.60661455991692,0,3,1,16,0.8670508276760738,0.33378809407147,1
12.892079839878813,77.66553625511878,18,0,3,23,0.8481812080412866,0.9013048242857176,0
12.986497506810409,77.54031517038698,2,6,4,22,0.6247849088379199,0.20453882490637976,1
12.943345277874709,77.60825197682887,23,0,3,34,0.5140029506137372,0.2830269006370672,1
12.979341174587915,77.5505430123498,17,6,6,24,0.5385609345906387,0.9855616681938628,0
12.981726501672004,77.57654249951885,21,5,10,53,0.7862266965313044,0.4746807287762775,1
12.938368961009994,77.60247486358378,21,6,9,55,0.707378906844477,0.4042497975520626,1
12.95564814450721,77.60303999691803,7,0,2,40,0.5143981979214847,0.8972670291435887,0
12.950741459179818,77.59704971565651,9,1,2,42,1.0,0.8049960266234246,0
12.933294284259722,77.64004710125475,16,0,3,32,0.29400313268606243,0.9479616640378892,0
12.962240473733514,77.60882927303135,4,2,7,41,0.47968281353572123,0.1606086596698442,1
12.92261311031331,77.66074067782158,7,6,4,25,0.4841530516732242,0.8266189309221682,0
13.014156395658192,77.55558586757854,2,5,2,37,0.6212119777677274,0.16111934279098525,1
12.975502079462858,77.59897638742093,21,4,10,44,0.8264748646649891,0.4437758075984097,1
12.947788080122043,77.59871329605195,5,5,6,38,0.7657337222555883,0.4553635127479034,1
12.974237476262424,77.58789921954529,9,0,5,38,0.6253391797743628,0.8480541770439693,0
12.95157527900695,77.61412309373438,10,5,2,25,0.33457643638478535,0.8521753222879428,0
12.937091850659154,77.6337889991499,9,2,8,37,0.7910312088616631,0.8056367533712671,1
13.020493774322633,77.58964043612836,18,4,4,36,0.3729536455654712,0.7984712414223694,0
12.989016455407333,77.61442133381664,21,5,3,29,0.5196362008721311,0.31261013056622333,1
12.955509467395505,77.57774375455564,13,4,2,30,0.5848906616633767,0.9060398435835533,0
12.899037119062585,77.64446935809245,20,2,3,39,0.4385057867591954,0.366878826743121,1
13.03566985712029,77.56841829725784,2,4,4,41,0.4346088097610256,0.5022926538502805,1
13.009933174614245,77.56280806208206,23,3,2,19,0.7773592172989461,0.018794248101583977,1
12.937310282090078,77.58042977026362,2,4,6,37,0.8908410615661042,0.4706932119645585,1
12.957323610055626,77.58340128411277,1,3,2,41,0.5852046339611587,0.18069869805469213,1
13.020237485847396,77.60414627692393,0,2,5,33,0.24419515748249854,0.5135469032100402,1
12.966006463377342,77.60074821532989,5,1,3,29,0.6561074509698631,0.4299851088504001,1
12.994558771613617,77.57279223695002,20,2,4,36,0.46077307658464084,0.13180101213453224,1
12.99961763720626,77.58935506282926,7,5,6,34,0.6721167405439352,0.7811739051875658,1
12.983854257072323,77.61821957222875,18,6,6,32,0.659097651662892,0.8276431386329479,1
12.955636932844904,77.62070020977693,10,0,3,31,0.22367991139474463,0.7807964815588122,0
12.939427729500965,77.61007875770402,2,1,3,45,0.5219242010616014,0.3714152689042357,1
12.943009098641078,77.61902769890591,11,3,4,37,0.7232715245506001,0.7820228168800405,0
12.981526860686815,77.59031510913258,5,4,7,28,0.581362663133376,0.2041790079506386,1
12.953424760891378,77.62741743956565,6,1,5,42,0.3807264822435228,0.6848487453980683,1
12.939171572413631,77.61047548014737,12,2,10,38,0.7312596722928064,0.7854441521308462,1
13.014587678778767,77.57807633046723,18,0,5,26,0.2669059006091352,0.8163972506833882,0
12.999615814813698,77.59834176264079,14,0,3,45,0.6468072634165672,0.9300535677468035,0
12.936453966064734,77.59822743781992,5,1,4,45,0.49218972114812604,0.24494895618701906,1
12.937350683601073,77.60193706525816,17,5,4,35,0.6868109860818452,0.9312273524982326,0
12.939501962716381,77.61483682889406,16,6,6,39,0.554374167095247,0.9027773120744188,0
12.950650796151654,77.61576408879785,5,3,8,33,0.6972351146981669,0.3276395747655081,1
13.015902913638897,77.60926931749492,20,1,9,42,0.8722236356500016,0.46563145313433313,1
12.972484340058005,77.6146341844003,20,6,3,46,0.7388431938552606,0.3922873714583861,1
12.955417480301179,77.61348644704236,14,1,3,30,0.7352171380233639,0.8956966275723743,0
12.936553425161254,77.61921268612973,7,1,3,25,0.7165835424182495,0.9004450392937627,0
12.971039644302085,77.58887373186427,8,0,3,35,0.25664757786250647,0.9134525667501832,0
12.975463631596265,77.56556589172469,10,2,11,40,0.6161052649963197,0.8042824725937475,1
13.015730506142809,77.61023480456096,4,5,4,28,0.6539435666547875,0.2834090416223423,1
12.994324544429174,77.57912109209617,7,2,4,41,0.7105747307910077,0.9731967003220654,0
13.013245780382507,77.59501994729357,3,3,1,36,0.5830952227863425,0.46550922781401693,1
13.026169241344885,77.56508340573288,3,2,5,30,0.7431125533685841,0.4820939659675456,1
12.937160038281988,77.62166441707599,17,6,3,38,0.40824204415355625,0.9068320693779852,0
13.051556902383442,77.57270091057121,3,4,4,34,0.9985610025198168,0.10132193508138343,1
12.964039214165371,77.61243795151015,11,4,4,38,0.7116470591829362,0.7714775603554747,0
13.0112817844464,77.53989568755804,10,3,7,34,0.4159339018294038,0.9305730943584279,1
12.91922388510214,77.63922112267477,1,3,3,32,0.8710938428086965,0.44354758223621166,1
12.997769505297134,77.56889008875655,19,6,4,52,0.376804316466618,0.12906123422682195,1
12.976578678207934,77.57342725464093,23,4,10,28,0.6018897008972345,0.0799760599129751,1
12.952126081246154,77.58280788494692,15,5,3,30,0.6230687722925881,0.8521276843028681,0
13.01118189668047,77.56657052576243,16,0,3,27,0.5180178712189191,0.8075286030502631,0
12.960382296986694,77.65345425966548,5,6,5,26,0.5755821202020268,0.3628825484799488,1
12.933300693788146,77.65799369333483,20,6,4,18,0.6126506305511025,0.2645442747087017,0
12.96495662940322,77.6017075242134,18,4,3,47,0.38533702919602075,0.7944099886377287,0
12.989279702145588,77.66374011327684,10,6,5,44,0.6546733897225469,0.8282536989377047,0
12.97948475298884,77.59374117834086,16,3,2,24,0.6005989286668744,0.7073492718316574,0
12.95721036908043,77.61366607103285,22,1,5,22,0.9887856598982339,0.48602603709046144,1
12.990914724755038,77.56027538222187,14,4,6,29,0.8967802624350667,0.9304751804791849,0
12.916346401709374,77.61420802321432,4,4,2,32,0.4533649507343298,0.2633811210770991,1
12.953931387117136,77.61094981766239,7,1,4,33,0.5717946084810086,0.8520214821608061,0
12.927912454142135,77.58328942105751,4,1,2,43,0.46127139938713213,0.13138886565958202,1
13.00734724951313,77.59504184519893,7,2,5,51,0.5489969639768874,0.8520659095110524,0
12.970329826511236,77.58176735121724,21,3,3,36,0.7718983180344134,0.17583290458271345,1
12.949829848158819,77.6084712244049,4,1,7,36,0.5794799894951306,0.22510606094088,1
12.95466511814232,77.57100056636774,21,5,4,32,0.5002014267456465,0.24326410744539467,1
12.91368855427714,77.62041281126928,6,0,1,31,0.7210827934458953,0.9113199127800596,0
13.009285946143631,77.60456984621119,11,6,4,26,0.21266717646788091,0.8451776110202741,0
12.947219185693998,77.66637557701645,12,4,2,39,0.5227247727812975,0.8484417794886304,0
13.011450646261952,77.53608266248396,3,2,3,40,0.8739968822372457,0.27270785266951403,1
12.919010925418053,77.61741104008047,4,2,6,40,0.8835172054620348,0.31828379520044237,1
13.018349696841828,77.54861284459813,7,4,5,44,0.8610683106540292,0.9786600425187348,0
12.920322781458088,77.64426675482423,1,0,2,38,0.3537465392117798,0.0,1
12.961169227104273,77.60033187094588,18,5,5,40,0.3522481097430037,0.8039512675602818,0
12.985920929505559,77.5565686134524,13,3,3,39,0.5012566617137447,0.8200362196256027,0
13.03082316697304,77.57075146161182,20,1,6,19,0.6025074019080572,0.36819479971666397,1
12.984268430820547,77.58505162757184,20,6,9,31,0.4533905723649646,0.21720792740318706,1
13.016899867513576,77.6015849218875,8,4,6,46,0.263878288491668,0.8959887621040381,1
12.996544228422849,77.60553919030032,19,1,4,35,0.7855671168178237,0.28202118664238973,1
13.061052984964775,77.58269646841833,1,4,2,35,0.7522343487754793,0.4577319549162609,1
12.970615477921797,77.51596165043934,10,2,2,28,0.4818528397108884,0.827562412558429,0
12.920432468382458,77.62316422642343,15,5,4,25,0.7423957592953685,0.8686786574411582,0
12.99247649831651,77.61096421918118,11,3,2,43,0.7886943352564009,0.7935646852540507,0
12.954583607552346,77.62112258140073,17,6,3,40,0.12402214213647611,0.9819677538256116,0
12.950048335047926,77.5576582082816,20,6,11,46,0.7286914630654728,0.27241515776331093,1
12.965606938718894,77.58833148334632,10,0,5,28,0.5878252408496573,1.0,0
12.910867925694212,77.60046961068163,6,2,4,38,0.09735736658302763,0.8522931449147343,0
13.011500847350748,77.60352203120726,13,1,3,32,0.8036349482604245,0.836611019968699,0
12.972633966428573,77.59948556564552,20,3,6,33,0.6158866991023652,0.5148495667282789,1
12.944820573295273,77.60914408880537,23,1,5,37,0.2807629064699074,0.20197906749240083,1
13.014954569032765,77.56998315887081,19,3,5,45,0.6794999136856839,0.11346123072140121,1
12.983660137068535,77.54245268941862,5,1,7,28,0.6362009781226526,0.5136901951674914,1
12.997331821263522,77.54760077393087,4,4,4,31,0.7081683188558601,0.5881402882928877,1
13.014022868052674,77.59532887451653,13,3,3,37,0.21317187928006687,0.833312387540076,0
13.009488622329641,77.58621350736907,9,6,2,35,0.5399032754421793,0.893093199824876,0
12.897950304947503,77.58567371758805,14,6,2,32,0.40384732211612223,0.9446214398791434,0
12.915152485084676,77.61687689384596,22,4,4,49,0.567407609275664,0.433318730890822,1
12.936789940219445,77.61479371477037,13,3,4,24,0.2603575936862992,0.9001358876735708,0
12.935546692583026,77.59547093351253,8,5,6,35,0.3765708932941857,0.8900248907849397,1
13.002363895518933,77.57388365669568,20,4,6,27,0.9079007087521751,0.13650195805775345,1
12.962231486042011,77.59591949006212,10,0,4,25,0.8323036075013956,0.8667146436685443,0
13.045018522248009,77.60358760640713,14,2,5,36,0.7943244656293558,0.763221186182359,0
12.946179657481538,77.61989727613776,3,6,8,32,0.8941441375713519,0.3499994540801931,1
13.019321967228926,77.5658679880325,12,2,5,37,0.22608716715591093,0.873086534416586,0
12.916578530241157,77.64159919506329,10,0,5,36,0.5886751549378021,0.9403757901635638,0
12.91521710217338,77.59797302663901,2,5,2,31,0.6487871521513241,0.20834068631723532,1
12.97233610998194,77.59018233586899,5,6,2,38,0.5225175434568304,0.3710180367033998,0
12.938660142793044,77.61538549978319,16,4,4,38,0.22783171131676277,0.7958933713889382,0
12.93447376865771,77.5918217637459,4,4,5,22,0.7767266773515401,0.10072071655617912,1
12.931593859543009,77.64146812897926,3,2,5,39,0.7235656806724539,0.1860367353240205,1
12.971881441657471,77.60568322970164,1,2,2,40,0.4758671991841815,0.0,1
12.930897016684577,77.60952635382942,0,6,5,44,0.7691179762988614,0.1374292908727242,1
12.918932191753067,77.62723398406654,10,6,3,36,0.6248666474465528,0.9058621615115989,0
12.960809296361578,77.62440883228201,11,3,3,38,0.7267638419128911,0.8978716156406829,0
13.001262816128543,77.55267268602405,14,2,4,36,0.4171194106226276,0.8697684365856122,0
12.937016000472202,77.62740333560794,13,1,7,26,0.6477326071322806,0.7173036184801975,1
13.016895831651011,77.56543678646122,12,0,6,26,0.6498480639815968,0.9511040392978191,0
12.993217124099019,77.59333989968326,23,3,8,39,0.553696410125491,0.23950641490700186,1
12.965713045529455,77.561986847555,5,3,3,31,0.06521660322014933,0.2977015295296746,1
12.926076876077692,77.65271525708624,17,4,6,47,0.6343524104832078,0.8235620856662209,1
12.980353113470686,77.57911296198223,1,5,3,24,0.6479656664350419,0.4565634342461589,1
12.983816898328218,77.61512143940307,20,2,5,39,0.41087433461212153,0.2819177516644415,1
12.926515991334822,77.61207246783904,8,1,2,20,0.7144528302757722,0.805538045365024,0
12.987407869539323,77.58208990696208,8,5,6,41,0.6489327074823087,0.9142053415932705,0
13.024391706823119,77.59356246500931,3,5,2,30,0.6819010182891837,0.10038314151068925,1
12.997433729313174,77.61447769206956,12,3,2,27,0.5245078908195959,0.8168484845662842,0
13.007166418134396,77.59877331797928,9,0,5,22,0.2582498244600656,0.6822693897717341,0
12.917871677226811,77.63972301099612,23,3,5,42,0.26267994663168687,0.11165765225879107,1
13.00507796418665,77.56352894439487,4,4,4,23,0.7374991957137762,0.6003774790619874,1
12.971825553932373,77.59443264744563,10,6,8,43,0.3812239765982145,0.9087213299321206,1
12.96963852862935,77.58136751215072,21,3,4,24,0.4403972411221525,0.44214019621491085,1
12.991814741607797,77.587381298986,19,3,3,26,0.7679249932230852,0.22202001128702145,1
12.975088759935378,77.55543173337665,18,2,4,42,0.17271509029141152,0.5940980142474811,1
12.93705358892058,77.65420312689875,12,2,4,37,0.27869295620172674,0.7279338916619711,0
12.919832886809042,77.6181833166336,20,0,8,37,0.7578249641705177,0.25245090428751005,1
12.936919869614952,77.62491017128032,5,0,4,44,0.6168584077275013,0.051251016186360576,1
12.919319129166023,77.63967456041308,19,5,5,27,0.2013007061519509,0.3141704062289912,1
12.913206833083112,77.62497728842379,13,2,5,47,0.5120801887672369,0.7349045728661932,1
12.976285967207538,77.58864183371429,8,5,7,27,0.6351977126113352,0.7419387110057397,1
12.97461843053613,77.59399953104383,5,2,2,26,0.379614721150909,0.6087795292013392,0
12.98318563942642,77.61247636707115,12,6,8,40,0.31080472036993845,0.8502229145078622,1
13.048517275328352,77.55604295555726,0,1,5,48,0.26227681412229814,0.34808549782947495,1
12.940745790624216,77.62197525985454,17,1,3,34,0.7692724317300468,0.7087856134333648,0
12.944901635341283,77.62470573454675,5,4,1,38,0.808659310880027,0.19484812052094036,0
12.913648773422654,77.64179170391056,9,5,4,27,0.7509391923046045,0.971921399452895,0
12.979061851189272,77.56730309252256,4,1,3,39,0.8464608406326649,0.16220738330815915,1
13.003256588935468,77.63076598188988,11,3,0,31,0.8560845194131068,0.8248788644466346,0
12.953130404401334,77.5914692284457,8,1,3,39,0.2967933255352578,1.0,0
12.950721118570627,77.5898463272319,4,5,1,34,0.8002590398174245,0.6240464548921547,1
12.934418021575668,77.62107935756764,21,3,10,38,0.622441505154295,0.16068541360628227,1
13.002996151732452,77.54296717142684,18,4,4,46,0.9799104501443457,0.8070865967097225,0
12.917149869871134,77.60376546306482,9,1,3,31,1.0,0.9700523588766157,0
12.929100535625738,77.61388666220522,1,2,2,35,0.5608749521848733,0.37984167911802885,1
13.029387514353001,77.592016596977,20,4,7,37,0.5390028808195164,0.26957414782931527,1
12.955480127823364,77.59393747881276,16,2,4,42,0.5232588114111523,0.8761249665170407,0
12.907326550312677,77.61480711620769,13,4,6,31,0.6143838179769094,0.8134670154417452,1
12.954051872417995,77.64903069491213,14,1,5,35,0.6463933334217234,0.8241457057308511,0
12.94504593823876,77.65552354265785,0,2,2,34,1.0,0.4005708409963873,1
12.992389627587027,77.59440764921816,11,0,2,37,0.628633612733281,0.818309533597538,0
12.939956659677462,77.5775382000553,4,0,5,34,0.5140739276671153,0.1588959966726659,1
12.989907532871229,77.55939502759612,15,1,4,29,0.6026189579609066,0.8343626767020349,0
12.970505911263015,77.6308747214063,22,3,14,33,0.4350088248886259,0.2253901671929772,1
12.958513441797676,77.62932279384,12,1,6,39,0.2643799981310577,0.8710017078798248,1
12.914468360502607,77.61914745870207,14,0,3,26,0.5704008418928331,0.8651857467770819,0
13.00310960236977,77.58366695922662,16,6,1,44,1.0,0.7805713646700687,0
12.948702893197899,77.64464598134715,22,3,8,32,0.7776740346397621,0.25847838881917123,1
12.923974653197561,77.58317100858143,0,5,4,43,0.5040622472263001,0.17797762500256784,1
12.992275723358778,77.5989887991724,7,5,3,48,0.6701818584187959,0.9370284006052061,0
12.911550988555872,77.64303120138433,6,0,5,35,1.0,0.7118283257758808,1
13.011439909869138,77.5460942570808,17,4,5,46,0.6397829097789999,0.8651911476991722,0
12.976533662992216,77.59484690914853,10,6,4,39,0.42197131670244853,0.8652350862917942,0
13.026491727829276,77.54701220693899,18,3,0,34,0.6137022783949065,0.7952597012991504,0
12.946218487617871,77.60482839006146,11,6,6,30,0.7283787538750706,0.8471276573254004,1
12.924054190165402,77.58333799845039,23,6,7,38,0.6833286224294765,0.16265741244941248,1
12.95590441505688,77.60414239075759,18,3,8,27,0.8905505593981646,0.7575883774098866,1
12.937964102587065,77.61805954742724,0,0,5,39,0.619960902270905,0.2817940651016539,1
12.967700402277604,77.58163163750064,23,4,4,34,0.13139706433491677,0.16439804020279147,1
12.981152214595136,77.5956310912665,22,6,7,33,0.6943552798496748,0.16918443852405335,1
12.950987331113394,77.60156074543467,1,4,4,25,0.6807616179174671,0.2795932420336014,1
13.016969034728593,77.57787606435667,9,5,5,21,0.6677420494558373,0.8502636322717549,0
12.96731450114891,77.61722773523917,23,3,3,49,0.4302878942786861,0.2493471032272141,1
12.934673259777592,77.59301591918025,20,2,7,35,0.9986609534960743,0.18367162863019335,1
12.962490375022904,77.590547020134,11,6,0,37,0.3825043470919677,0.8415829020559541,0
12.94352736296278,77.63196880706431,13,1,4,38,0.4037540335258566,0.8110430247656311,0
12.98299105494899,77.52873061162337,0,3,4,40,0.5542317141661223,0.19525974849754946,1
13.017425494602431,77.58003634913196,13,1,3,33,0.8652774282666564,0.9324042133876764,0
